"id","0","11","13","14","5","2","3"
"Account_ApiRateLimitTitle","GitHub API Rate Limit","GitHub API レートリミット","GitHub API 速率限制","GitHub API 速率限制","Лимит запросов GitHub API","Limite de taxa da API GitHub","Limite da API GitHub"
"Account_ApiRateLimitRemaining","Remaining","残り回数","剩余次数","剩餘次數","Осталось","Restante","Restante"
"Account_ApiRateLimitMax","Maximum","最大回数","最大次数","最大次數","Максимум","Máximo","Máximo"
"Account_CheckRateLimit","Check","確認する","检查","確認","Проверить","Verificar","Verificar"
"Account_RateLimitFetching","Fetching...","取得中...","获取中...","取得中...","Получение...","Buscando...","Buscando..."
"Account_RateLimitError","Error","エラー","错误","錯誤","Ошибка","Erro","Erro"
"Account_RateLimitReset","Reset time: {0}","リセット時刻: {0}","重置时间: {0}","重置時間: {0}","Сброс: {0}","Reset: {0}","Reset: {0}"
"Account_InputError","Input error","入力エラー","输入错误","輸入錯誤","Ошибка ввода","Erro de entrada","Erro de entrada"
"Account_TokenRequired","Please enter your Personal Access Token.","Personal Access Token を入力してください。","请输入Personal Access Token。","請輸入 Personal Access Token。","Введите Personal Access Token.","Digite seu Personal Access Token.","Digite seu PAT."
"Account_ConnectFailed","Connection failed","接続失敗","连接失败","連接失敗","Сбой подключения","Falha na conexão","Falha na conexão"
"Account_LoginFailed","Login failed","ログイン失敗","登录失败","登入失敗","Сбой входа","Falha no login","Falha no login"
"Account_DeviceCodeFailed","Failed to retrieve device code.\nCheck your network connection.","デバイスコードの取得に失敗しました。\nネットワーク接続を確認してください。","获取设备代码失败。\n请检查网络连接。","取得裝置代碼失敗。\n請檢查網路連線。","Не удалось получить код. Проверьте сеть.","Falha ao obter código. Verifique a rede.","Falha ao obter código."
"Account_Login","Login","ログイン","登录","登入","Войти","Entrar","Entrar"
"Account_Logout","Logout","ログアウト","退出登录","登出","Выйти","Sair","Sair"
"Account_LoggedInAs","Logged in as","ログイン中:","已登录为","已登入為","Вы вошли как","Conectado como","Conectado como"
"Account_NotLoggedIn","Not logged in","ログインしていません","未登录","未登入","Не вошли в систему","Não conectado","Não conectado"

"# このアプリについて"
"About_Title","About","このアプリについて","关于","關於","О приложении","Sobre","Sobre"
"About_Version","Version","バージョン","版本","版本","Версия","Versão","Versão"
"About_Description","Among Us Mod Manager","Among Us Mod Manager","Among Us Mod Manager","Among Us Mod Manager","Among Us Mod Manager","Among Us Mod Manager","Among Us Mod Manager"
"About_Website","🌐 Website","🌐 ウェブサイト","🌐 网站","🌐 網站","🌐 Сайт","🌐 Site","🌐 Site"
"About_Changelog","Changelog","更新履歴","更新日志","更新記錄","История изменений","Histórico","Histórico"

"# AIチャットボットページ"
"ChatBot_Title","AI Support","AIサポート","AI支持","AI 支援","ИИ-поддержка","Suporte AI","Suporte AI"
"ChatBot_UnderConstructionDesc","Currently under development.","現在開発中です。","目前正在开发中。","目前正在開發中。","Сейчас в разработке.","Atualmente em desenvolvimento.","Atualmente em desenvolvimento."

"# お問い合わせページ"
"Contact_Title","Contact","お問い合わせ","联系","聯絡","Контакт","Contato","Contato"
"Contact_UnderConstructionDesc","The contact feature is currently under development.\nFor bug reports and questions, please use our Discord server.","お問い合わせ機能は現在開発中です。\nバグ報告・要望・質問は Discord サーバーでお願いします。","联系功能正在开发中。\n请在 Discord 提交反馈。","聯絡功能正在開發中。\n請在 Discord 提交意見。","Функция контакта в разработке.\nСообщайте об ошибках в Discord.","Função de contato em desenvolvimento.\nUse o Discord para feedback.","Função de contato em desenvolvimento."
"Contact_DiscordLabel","Discord Server","Discord サーバー","Discord 服务器","Discord 伺服器","Сервер Discord","Servidor Discord","Servidor Discord"
"Contact_DiscordSubLabel","Bug reports, feature requests, questions","バグ報告・機能要望・質問はこちら","提交错误报告、功能请求、问题","提交錯誤報告、功能請求、問題","Отчёты, запросы, вопросы","Relatórios, pedidos, dúvidas","Relatórios, pedidos, dúvidas"
"Contact_OpenDiscord","Open Discord","Discord を開く","打开 Discord","開啟 Discord","Открыть Discord","Abrir Discord","Abrir Discord"

"# 競合チェックページ"
"ConflictCheck_Title","Conflict Check","競合チェック","冲突检查","衝突檢查","Проверка конфликтов","Verificação de conflitos","Verificação de conflitos"
"ConflictCheck_Subtitle","Detects duplicate DLLs in BepInEx/plugins for each mod folder.","各ModフォルダのBepInEx/pluginsにある重複DLLを検出します。","检测各Mod文件夹中的重复DLL。","偵測各Mod資料夾中的重複DLL。","Обнаруживает дублирующиеся DLL в BepInEx/plugins.","Detecta DLLs duplicadas em BepInEx/plugins.","Detecta DLLs duplicadas."
"ConflictCheck_StartBtn","🔍 Start Check","🔍 チェック開始","🔍 开始检查","🔍 開始檢查","🔍 Начать проверку","🔍 Iniciar verificação","🔍 Iniciar verificação"
"ConflictCheck_EmptyLabel","Press \"Start Check\" to detect conflicts.","「チェック開始」を押すと競合を検出します","按「开始检查」以检测冲突","按「開始檢查」以偵測衝突","Нажмите «Начать проверку» для обнаружения конфликтов.","Pressione \"Iniciar verificação\" para detectar conflitos.","Pressione para detectar conflitos."
"ConflictCheck_Checking","Checking...","チェック中...","检查中...","檢查中...","Проверка...","Verificando...","Verificando..."
"ConflictCheck_NoConflicts","✅ No conflicts found","✅ 競合は見つかりませんでした","✅ 未发现冲突","✅ 未偵測到衝突","✅ Конфликтов не найдено","✅ Nenhum conflito encontrado","✅ Nenhum conflito encontrado"
"ConflictCheck_ConflictsFound","⚠️ {0} conflict(s) found","⚠️ {0} 件の競合が見つかりました","⚠️ 发现 {0} 个冲突","⚠️ 發現 {0} 個衝突","⚠️ Найдено {0} конфликт(ов)","⚠️ {0} conflito(s) encontrado(s)","⚠️ {0} conflito(s) encontrado(s)"

"# ログビューアページ"
"Log_File","File:","ファイル:","文件:","檔案:","Файл:","Arquivo:","Arquivo:"
"Log_Refresh","Refresh","更新","刷新","重新整理","Обновить","Atualizar","Atualizar"
"Log_OpenFolder","Open log folder","ログフォルダを開く","打开日志文件夹","開啟日誌資料夾","Открыть папку журнала","Abrir pasta de log","Abrir pasta de log"
"Log_NoFiles","No log files exist yet.","ログファイルがまだ存在しません。","尚无日志文件。","尚無日誌檔案。","Файлов журнала ещё нет.","Nenhum arquivo de log ainda.","Nenhum arquivo de log ainda."
"Log_NotFound","Log file not found.","ログファイルが見つかりません。","找不到日志文件。","找不到日誌檔案。","Файл журнала не найден.","Arquivo de log não encontrado.","Arquivo de log não encontrado."
"Log_Latest","(Latest)","（最新）","（最新）","（最新）","(Последний)","(Mais recente)","(Mais recente)"
"Log_ClearTitle","Clear Log","ログをクリア","清除日志","清除日誌","Очистить журнал","Limpar log","Limpar log"
"Log_ClearConfirm","Delete the contents of {0}?","{0} の内容を削除しますか？","删除 {0} 的内容？","刪除 {0} 的內容？","Удалить содержимое {0}?","Excluir o conteúdo de {0}?","Excluir o conteúdo de {0}?"

"# 共通 開発中ページ"
"Common_UnderConstruction","🚧  Under Construction","🚧  開発中","🚧  开发中","🚧  開發中","🚧  В разработке","🚧  Em construção","🚧  Em construção"
"Common_UnderConstructionPage","This page is currently under development.","このページは現在開発中です","此页面正在开发中","此頁面正在開發中","Эта страница сейчас в разработке.","Esta página está em desenvolvimento.","Esta página está em desenvolvimento."

"# AboutPage 追加"
"About_VersionLabel","Version:","バージョン:","版本:","版本:","Версия:","Versão:","Versão:"
"About_AppDesc","An app to easily manage and install Among Us mods.","Among Us の Mod を簡単に管理・インストールできるアプリです。","一款轻松管理和安装 Among Us Mod 的应用。","一款輕鬆管理和安裝 Among Us Mod 的應用程式。","Приложение для управления модами Among Us.","Aplicativo para gerenciar e instalar mods do Among Us.","Aplicativo para gerenciar mods."
"About_License","License","ライセンス","许可证","授權","Лицензия","Licença","Licença"
"About_Libraries","Libraries Used","使用しているライブラリ","使用的库","使用的函式庫","Используемые библиотеки","Bibliotecas usadas","Bibliotecas usadas"
"About_Disclaimer","Disclaimer","免責事項","免责声明","免責聲明","Отказ от ответственности","Aviso legal","Aviso legal"
"About_DisclaimerText","This app is an unofficial tool for Among Us and is not affiliated with Innersloth LLC. Please follow the game's terms of service when using mods. The developers are not responsible for any damage caused by the use of this app.","このアプリは Among Us の非公式ツールです。Innersloth LLC とは関係ありません。Mod の使用はゲームの利用規約に従ってください。本アプリの使用によって生じた損害について、開発者は一切の責任を負いません。","本应用是 Among Us 的非官方工具，与 Innersloth LLC 无关。使用 Mod 请遵守游戏服务条款。对因使用本应用造成的损失，开发者概不负责。","本應用程式是 Among Us 的非官方工具，與 Innersloth LLC 無關。使用 Mod 請遵守遊戲服務條款。因使用本應用程式造成的損失，開發者概不負責。","Это неофициальный инструмент для Among Us, не связанный с Innersloth LLC. Используйте моды в соответствии с условиями игры.","Este aplicativo é uma ferramenta não oficial do Among Us e não é afiliado à Innersloth LLC.","Este aplicativo é não oficial do Among Us."

"# エラーメッセージ"
"Error_FileNotFound","File not found","ファイルが見つかりません","文件未找到","找不到檔案","Файл не найден","Arquivo não encontrado","Arquivo não encontrado"
"Error_NetworkError","Network error","ネットワークエラー","网络错误","網路錯誤","Ошибка сети","Erro de rede","Erro de rede"
"Error_Unknown","An unknown error occurred","不明なエラーが発生しました","发生未知错误","發生不明錯誤","Произошла неизвестная ошибка","Ocorreu um erro desconhecido","Ocorreu um erro desconhecido"
